text,label
다른과 전공 들으면 교양처리되나요 아니면 전공 인정 해주나요?,2
지능기전 수업도 전공으로 인정 해주나요?,2
학수번호는 다른데 이름은 비슷한 과목도 전공 인정 되나요?,2
수강 신청 어디에서 하나요?,3
수강신청 어디서 하나요.,3
수강 신청 어디서 해,3
수강신청 어디서 해,3
수강신청 어디서해,3
수강신청 어디서 하는거야,3
수강신청 어디서 할 수 있어,3
수강신청 어디에서 해,3
수강신청 어디에서 하는거야,3
수강신청 어디에서 하면 돼,3
수강신청 어디에서 하면 되지,3
수강신청 하는 곳 알려줘,3
수강 신청 하는 곳 어디야,3
수강신청 하는 곳이 어디인가요,3
수강신청 하는 곳 좀 알려주세요.,3
수강신청 하는 사이트 알려주세요,3
수강신청은 어디로 가서 해야하나요,3
수강신청 어떤 사이트에서 하나요,3
수강신청 어떤 사이트에서 할 수 있나요,3
수강신청 어떤 사이트에서 해,3
수강 신청 어디서 할 수 있어?,3
수강 신청 어디서 하면 될까,3
수강 신청 기간이 언제인가요?,3
수강 신청은 언제까지 하면 되는건가요?,3
수강 신청은 언제부터 하면 되나요?,3
수강신청 기간은 언제인가요?,3
수강신청 기간이 언제인가요?,3
수강신청 기간이 궁금합니다.,3
수강신청 기간을 알려주세요.,3
수강 신청 기간이 언제일까요??,3
수강 신청 기간은 언제일까요?,3
수강 신청 기간을 알려주실 수 있을까요?,3
수강 신청 기간 알려줘.,3
수강 신청 기간 언제야.,3
수강신청 기간 언제야,3
수강신청 기간 알려줘.,3
수강신청 언제까지 하면 되나요.,3
수강신청 언제까지 하면 될가요.,3
수강신청 언제까지 해야 하나요.,3
수강신청 언제까지 해야해?,3
수강 신청 언제까지 하면 될가요.,3
수강 신청 언제까지 해야 하나요,3
수강신청 언제까지야.,3
수강 신청 언제까지야.,3
수강 신청 언제가지야.,3
수강 신청 언제부터하면돼?,3
수강신청 언제부터하면 돼?,3
수강신청 날짜가 언제야,3
수강신청 날짜를 알려줘,3
수강신청하는 기간을 알려줘,3
수강신청하는 시간을 알려줘,3
수강신청 언제하면 되는거야,3
수강신청 기간.,3
교내 장학금 제도에는 어떤 것들이 있나요?,4
교내 장학금 제도에 뭐가 있어요,4
장학금 제도에 어떤 것들이 있나요,4
장학금 제도에 어떤 것들이 있어,4
교내 장학금 제도에 뭐가 있어,4
장학금 제도에 어떤 종류들이 있나요,4
장학금 제도 중에 어떤 것들이 있나요.,4
장학금 제도 중에 어떤 게 있어 ,4
교내 장학금 알려주라,4
교내 장학금 알려주세요,4
장학금에는 어떤 것들이 있나요,4
장함금들 알려주세요,4
교내 장학금들 알려주세요,4
장학금 뭐가 있나요,4
장학금 어떤것들이 있나요,4
장학금을 받고 싶은데 어떤 것들이 있나요.,4
학교에서 어떤 장학 제도가 있나요.,4
교내에 장학제도가 어떻게 되나요,4
교내에 어떤 장학금들이 있나요,4
교내에 어떤 장학제도들이 있나요,4
장학제도 알려주세요,4
어떻게 하면 장학금을 받을 수 있나요,4
장학금 받는 방법을 알려주세요,4
장학금 받고 싶습니다.,4
장학금 받을래요,4
장학금 내꺼,4
교내 장학금에는 어떤 것이 있나요?,4
교외 장학금에는 어떤 것이 있나요?,4
교내 장학금 뭐가 있어,4
교외 장학금 어떤 게 있어,4
교외 장학금 뭐가 있어,4
장학금 선정기준 알려주세요,4
장학금 선정 기준이 어떻게 되나요,4
장학금 선정 기준이 궁금해요,4
장학금 선정 기준 알려줘,4
장학금 금액이 어떻게돼?,4
교내 장학금 금액이 어떻게 되나요,4
신입생 장학금 기준이 어떻게 되요,4
신입생 장학금 기준 알려주세요,4
신입생 장학금 기준이 궁금해요,4
Show me the 장학금,4
어떤 과목을 신청하면 되나요.,5
어떤 과목을 꼭 신청해야하나요,5
어떤 과목들을 들어야돼,5
무슨 과목을 신청해야해,5
무슨 과목이 전공필수야,5
무슨 과목들을 수강신청하면 되나요,5
어떤 과목들을 수강신청하면 될까,5
수강 신청해야 하는 과목 알려줘,5
무슨 과목을 들어야하는지 모르겠어요,5
어떤 과목을 필수적으로 들어야죠,5
C언어는 들어야하는 건가요,5
ELP는 꼭 들어야하는 건가요,5
미적분은 안 들어도 되나요,5
C언어 들어야돼,5
C언어 안들으면 안되나여,5
C언어 안들으면 어떻게 되죠,5
C언어 과목 무조건 신청해야하는 건가요?,5
파이썬을 꼭 들어야 되나요.,5
파이썬 안들으면 어떻게 되져,5
파이썬을 무조건 신청해야하는 건가요,5
파이썬 신청 안해도 되나요,5
C언어 신청 안해도 되나요.,5
ELP신청 안해도 되나여,5
수강 신청해야하는 과목,5
수강 신청해야하는 과목 알려줘,5
신청해야 할 전공 알려줘,5
무슨 과목 신청해야해,5
무슨 과목 신청해야하는지 알려줘,5
수강 신청 어떻게 하는거에요,3
수강신청 어떻게 하는거야,3
수강신청 하는 법 알려주세요,3
수강신청 하는 법 알려줘,3
수강 신청을 어떻게 하는지 모르겠어요,3
수강 신청 하는 법 어디에 나와있나요,3
수강 신청 어떻게 하는지 나와있나요,3
수강 신청 사용법 알려주세요,3
수강 신청 사용법 어디서 확인할 수 있죠,3
수강 신청 어떻게 해,3
수강신청 순서 알려줘,3
수강신청 하는 순서 알려주세요,3
수강신청하는 방법을 잘 모르겠어요,3
수강신청 알려줘,3
수강신청 알려주는 사이트 없어,3
수강신청 알려주는 사이트 알려줘,3
어떻게 수강신청 해,3
어떻게 수강신청 하는거야,3
수강신청 사용법 확인 할 수 있는 곳 알려줘,3
수강신청 어디서 어떻게 해,3
수강신청 어려워,3
수강 신청이 복잡해,3
수강신청 간단하게 알려줘,3
수강신청 처음인데 어떻게 하는 줄 모르겠어요,3
수강신청 처음인데 어떻게 하는 지 모르겠어,3
신입생인데 수강신청 어떻게 하는지 모르겠어요.,3
고전강독을 얼만큼 들어야 하나요?,6
졸업요건 고전강독,6
고전강독에 관해서 알려줘,6
졸업하려면 고전강독 얼마나 들어야하나요?,6
졸업 하려면 고전강독,6
고전강독 얼마나 들어야 졸업할 수 있나요?,6
졸업하려면 고전강독 얼마나 들어야해?,6
고전 인증하려면 어케하나요,6
고전 인증하려면 어떻게 하나요?,6
고전 독서 인증하려면 어떻게 하나요,6
고전 독서 인증에 대해 알려줘,6
고전독서인증 어떻게 하나요,6
고전독서 인증에 대해 알려주세요,6
고전독서인증 알려줘,6
고전 독서 인증에 대해 알고싶어,6
고전독서에 대해 알려줘,6
고전강독,6
고전독서 알려줘,6
고전독서는 어떻게 해야해?,6
고전독서에 대해 알고싶어,6
졸업해야하는데 고전독서 얼마나 해야해..?,6
졸업하려면 고전독서 얼마나해?,6
졸업해야하는데 고전독서 얼마나 읽어야 할까?,6
고전강독을 왜 들어야해?,6
고전강독을 왜 들어야할까?,6
4학년인데 고전독서 안했어 어떻게?,6
4학년인데 고전독서 못했으면 어떻게,6
고전독서 얼마나 더 읽어야해?,6
고전독서 고전인증 더해야할까?,6
고전독서 얼마나 해야지 졸업할 수 있을까?,6
고전인증 얼마나 더 해야 졸업할 수 있을까?,6
고전 얼마나 더 해야해?,6
고전 어느정도 해야 졸업하지?,6
교수님 어디 계시나요?,7
교수님 어느 건물에 계시나요?,7
교수님 어디 계시나용,7
교수님 어디 있어요?,7
교수님 어디있어요,7
교수님 상담이 있는데 어디로 가야 하나요,7
교수님 상담이 있는데 어디로 가야 할까요,7
교수님 뵈려면 어디로 가야하냐요?,7
교수님과 할말이 있는데 어디로 가야하나요?,7
교수님이 연락이 안되시는데 어디로 가면 뵐 수 있나요?,7
교수님 어디 계셔?,7
교수 어디있어?,7
교수님 사무실 어디에요?,7
교수님 연구실 어디에요?,7
교수님 광개토관 몇 호에 계시나요?,7
교수 있는 건물이 어딘가요?,7
교수님 만나야 되는데 어디 계시나요,7
교수님 만나야 하는데 어디로 가면 될까요?,7
교수님 센 102에 계신거 맞나요?,7
교수님 세종관에 계신거 맞나요?,7
교수 집현관에 있나요?,7
교수님 센102에 안계시던데 여기가 아닌가요?,7
교수님 사무실 집현관이 아닌가요?,7
교수님 만나려면 몇시에 어디로 가야하나요,7
교수님 사무실 알려줘,7
교수님 연구실 알려줘,7
교수님 위치 알려줘,7
교수님 위치,7
교수님 사무실,7
교수님 연구실,7
교수님 전화번호가 무엇인가요,7
교수님 전화번호,7
교수님 번호,7
교수님 번호가 무엇인가요,7
교수님과 연락하려면 어떻게 해야 하나요,7
교수님 번호가 뭐야?,7
교수님 번호 알려줘,7
교수님 전화번호 알려줘,7
교수님 전화번호가 궁금해요,7
교수님 전화번호,7
교수님 번호가 궁금해요,7
교수님 이메일이 무엇인가요,7
교수님 email,7
교수님 email 알고싶어요,7
교수님 email 궁금해요,7
교수님 이메일 알려줘,7
교수님 email이 무엇인가요?,7
교수님 이메일 알고싶어,7
교수님한테 이메일 보내줘,7
교수님 이메일 뭐야?,7
교수님 email이랑 번호 알려줘,7
교수님과 연락하려면?,7
교수님과 연락하고싶어.,7
세종대학교 입시자료는 어디서 구할 수 있나요,8
세종대학교 입시자료를 어디서 확인 할 수 있나요,8
세종대학교 입시자료 어디서 구해,8
입시자료 어디서 구하나요,8
입시자료 어디서 구해,8
입시자료 어디에 나와있어요,8
19학년도 입시자료 확인하고 싶습니다,8
세종대학교 입시자료 확인하고 싶습니다.,8
세종대학교 입시자료 확인하고 싶어,8
세종대학교 입시자료 궁금해,8
입시자료가 궁금해,8
수험생 입시자료가 어디에 있나요,8
수험생 입시자료는 어디서 확인할 수 있나요,8
수험생 입시자료를 보고 싶습니다.,8
모집요강 자료가 어디에 있는지 알고싶습니다,8
모집요강 자료를 어디서 구해야하죠,8
모집요강 자료가 어디에 있어,8
모집요강 자료 어디서 확인하지,8
모집요강 자료 어디서 확인 할 수 있나요,8
세종대학교 모집요강을 구하고 싶습니다.,8
세종대학교 모집요강 자료가 어디에 있나요,8
세종대학교 모집요강 보여줘,8
세종대학교 모집요강 보여주세요.,8
수험생 모집요강 자료가 어디에 있나요,8
모집요강 및 입시자료,8
모집요강 및 입시자료를 어디서 확인할 수 있나요.,8
모집요강 알고 싶어요.,8
제가 세종대에 입학하고 싶은데 모집요강을 어떻게 구해야하는지 잘 모르겠습니다.,8
"세종대에 입학할 신입생인데, 입시자료를 어디서 구해야하는지 알고 싶습니다.",8
이번에 입학하게 된 신입생인데 제출 서류가 어떤 게 있나요,9
입학 관련 제출 서류를 어디서 구할 수 있나요,9
입학 관련 제출 서류를 어디서 다운로드 할 수 있나요,9
입학 관련 제출 서류 다운로드 어디서해,9
수시 관련 제출 서류 양식을 어디서 다운로드 할 수 있나요,9
수시 관련 제출 서류 어디서 확인하죠,9
정시 관련 제출 서류 양식을 어디서 다운로드 할 수 있나요,9
수시 및 정시 관련 제출 서류 양식이 궁금합니다.,9
입학 관련 제출 서류 양식이 궁급합니다.,9
입학 관련 제출 서류를 어디서 구해야 하나요,9
입합 관련 제출 서류가 어디있는지 알려줘,9
수시 입학한 신입생인데 제출 서류를 확인하고 싶습니다.,9
수시 입학한 학생인데요. 제출 서류 양식이 어디있을까요,9
정시로 입학한 학생인데 제출 서류 어디서 볼 수 있나요.,9
신입생인데 제출 서류 어디서 보나요,9
신입생인데 제출 서류 어떻게 확인해요,9
신입생인데 제출 서류 필요해요,9
세종대 신입생인데 제출 서류가 필요함,9
세종대 수시 입학생입니다. 제출 서류를 어디서 확인할 수 있나요,9
세종대학교 입시 경쟁률이 궁금합니다.,10
세종대학교 수시 입시 경쟁률이 알고싶습니다.,10
수시 입시 경쟁률을 알고 싶음,10
수시 입시 경쟁률과 정시 입시 경쟁률 어디서 확인 할 수 있나요,10
수시 입시 경쟁률 어디에서 볼 수 있나요,10
입시 경쟁률이 어떻게 되나요,10
입시 경쟁률을 어디서 확인 할 수 있나요,10
정시 입시 경쟁률 확인할 수 있나요,10
입시 경쟁률 확인 할 수 있나요,10
입시 경쟁률 확인하고 싶습니다.,10
어떻게 입시 경쟁률 알 수 있죠,10
어디서 입시 경쟁률을 확인 할 수 있나요,10
입시 경쟁률 알려줘,10
수시 입시 경쟁률 알려줘,10
세종대학교 수시 입시 경쟁률 알려줘,10
세종대학 19년도 입시 경쟁률 알려줘,10
19년도 입시 경쟁률을 알고 싶습니다,10
17년도 입시 경쟁률을 찾아보려면 어디로 가야하나요,10
정시 경쟁률 알려주세요,10
정시 경쟁률을 알고싶습니다.,10
작년도 수시 경쟁률을 알고 싶습니다,10
수시 경쟁률 좀 알려주세요.,10
취업 관련해서 정보가 어디에 있나요,11
취업 정보를 알고 싶은데 어디서 확인 할 수 있나요,11
취업 관련해서 내용을 찾아보고 싶은데 어디서 확인할 수 있나요,11
취업 관련해서 내용을 알고 싶습니다,11
취업 관련 정보가 궁금합니다.,11
취업 관련 정보 알려줘,11
취업 정보 어디서 확인할 수 있어,11
취업 정보 알려줘,11
취업 정보 어디서 확인하나요,11
취업 정보 알고 싶어요.,11
취업 정보 어디서 찾을 수 있나요,11
공모전에는 어떤 것들이 있나요,11
취업에는 어떤 것들이 있나요,11
취업 및 공모전에 어떤 것들이 있어요,11
취업 및 공모전 정보 알고 싶어요,11
공모전 정보 알려주세요,11
공모전 정보 알고 싶어요,11
공모전에는 어떤 것들이 있나요,11
공모전 알려 주세요,11
어디서 공모전 정보를 찾을 수 있나요,11
어디서 공모전 정보를 확인 할 수 있나요,11
어디서 취업 정보를 찾을 수 있나요,11
공모전 관련 자료를 찾기가 어려워요,11
공모전 관련 자료 알려주세요,11
취업 관련 자료 알려주세요,11
취업 관련 자료를 찾기가 어려워요,11
공모전 및 취업 관련 세미나가 어떤것이 있나요,11
취업 세미나 알려주세요,11
취업 세미나 정보 찾고 싶습니다,11
어디서 취업 세미나 관련 자료를 찾을 수 있을가요,11
공모전 자료를 찾고 싶어요,11
공모전 자료는 어디에서 확인 할 수 있나요,11
현재 어떤 공모전들이 있나요,11
취업 관련 정보에는 어떤 것들이 있나요,11
취업 정보를 알고 싶은데 알려주세요.,11
공모전에 대해서 궁금한데 알려주세요.,11
공모전 및 취업에 대해서 알고 싶습니다.,11
"공모전, 취업 정보 어디서 볼 수 있나요.",11
학점을 따려면 몇 학점을 받아야 하는가?,0
졸업 성적이 어떻게 되십니까?,0
졸업 성적 요건은 무엇인가?,0
졸업하려면 몇 학점을 받아야 하니?,0
졸업 요건의 등급은?,0
졸업하려면 몇 학점을 이수해야 하는가?,0
졸업하려면 몇 학점이 필요하니?,0
학교를 졸업하려면 몇 학점을 이수해야 하는가?,0
졸업하려면 몇 학점을 받아야 하니?,0
졸업하려면 몇 학점을 이수해야 하는가?,0
나는 내년에 졸업해야 한다. 몇 학점을 받을 수 있을까?,0
졸업을 준비하려면 몇 학점을 이수해야 하는가?,0
졸업하려면 몇 학점을 이수해야 하는가?,0
너의 졸업 점수는 얼마니?,0
졸업할 때 얼마를 내야 하니?,0
너의 졸업 성적은 얼마니?,0
학교에서 요구하는 졸업 점수는?,0
졸업하려면 몇 학점이 필요하니?,0
졸업하려면 몇 학점이 필요하니?,0
교정기간은 언제인가?,1
교정기간은 언제부터 언제까지입니까?,1
교정기간은 끝났나?,1
교정기간은 언제인가?,1
교정기간이 궁금하다.,1
교정기간 알려줘,1
수업은 언제 수정이 가능한지요?,1
나는 그 수업 신청에 실패했다. 바꿀 수 있을까?,1
언제 수업 변경이 가능한가?,1
진로를 바꿀 수 있을까?,1
진로를 바꿀 수 있을까?,1
너는 그 수업을 교정할 수 있니?,1
수업을 수정하고 싶은데 어떻게 해야 할까?,1
나는 수업을 수정하고 싶다.,1
너는 언제 너의 수업을 교정할거니?,1
코스 수정에 대해 알려줘,1
교정기간은 언제인가?,1
교정기간이다.,1
나는 내 수업을 바로잡고 싶다.,1
나는 교정 기간을 알고 싶다.,1
수정기간 알려줘,1
데이터 과학 강좌를 듣고 전공으로 인정받을 수 있을까?,2
정보 수업을 들을 수 있을까?,2
다른 C언어를 들을 수 있을까?,2
다른 어떤 강좌가 받아들여지는가?,2
숫자면 하나 더 가져가도 돼?,2
번호는 다르지만 이름은 비슷하다. 이거 전공이야?,2
다른 어떤 강좌가 받아들여지는가?,2
다른 학과 수업을 듣는 경우도 있는가?,2
다른 학과들은 전공으로 인정되는가?,2
당신은 줄의 다른 면을 우리의 전 펜으로 인식하십니까?,2
당신은 우리를 컴퓨터 공학 전공으로 인정하십니까?,2
다른 학과에서 전공으로 인정받을 수 있을까?,2
너는 컴퓨터 공학과 수업을 전공하니?,2
다른 쪽과 앞줄을 완전한 필체로 인식하십니까?,2
다른 전공을 전공으로 받아들이십니까?,2
너의 다른 학과 전공이 받아들여졌는지 궁금하다.,2
내 전공이 우리 학과 이외의 다른 부서에서 합격하면 나에게 알려줘.,2
내 전공은 다른 학생들과 같은 수반의 수업을 들을 수 있을까?,2
내가 다른 숫자의 전공인 줄 알아?,2
다른 전공을 초등학교와 중등학교 이외의 전공을 전공으로 받아들이십니까?,2
수업 신청은 어디서 하지?,3
어디서 수강신청을 할 수 있지?,3
어디서 수강신청을 하지?,3
어디서 수강신청을 하지?,3
어디서 수강신청을 할 수 있지?,3
수업 신청하는 곳 좀.,3
내가 수강신청을 하는 사이트를 알려줘.,3
어디서 수강신청을 해야 하지?,3
어떤 사이트에 수강신청을 해?,3
수업 등록할 수 있는 사이트는?,3
등록기간은 언제인가?,3
언제 수강신청을 해야 하니?,3
수업 신청은 언제부터 시작하지?,3
등록기간은 언제인가?,3
나는 네가 얼마나 오랫동안 수업을 신청하는지 알고 싶다.,3
수업 신청 기간을 알려줘.,3
등록기간은 언제인가?,3
수업 신청 기간을 알려주시겠습니까?,3
수강신청 기간 알려줘,3
등록기간은 언제인가?,3
언제 수강신청을 해야 하니?,3
언제까지 수업을 신청할 수 있을까?,3
언제까지 수강신청을 해?,3
등록일이 언제야?,3
수업 신청일 알려줘,3
수업은 언제 신청하지?,3
입학 기간,3
학교 장학금 프로그램에는 어떤 것들이 있는가?,4
학교 장학금 프로그램에 뭔가가 있어.,4
장학금 프로그램은 무엇인가?,4
어떤 종류의 장학금이 있는가?,4
장학금 프로그램은 무엇인가?,4
장학금 같은 게 있어,4
학교장학금 알려줘,4
어떤 장학금이 있는가?,4
어떤 장학금이 있어?,4
어떤 장학금이 있어?,4
학교에는 어떤 장학금이 있니?,4
그 학교의 장학금 제도는 무엇인가?,4
학교에는 어떤 장학금이 있니?,4
장학금 프로그램에 대해 알려줘,4
장학금을 받고 싶다.,4
장학어떻게 장학금을 받을 수 있지?금 받는 법 알려줘,4
나는 장학금을 원한다.,4
장학금 내 것,4
학교에는 어떤 장학금이 있니?,4
나는 학교 장학금 같은 게 있어.,4
교외 장학금 같은 게 있어,4
장학금 선발 기준 알려줘,4
장학금 선발 기준은?,4
장학금 선발 기준을 알고 싶다.,4
장학금 선발 기준 알려줘,4
장학금은 얼마야?,4
장학금 인텐딩 액수,4
신입생 장학금 기준은?,4
신입생 장학금 기준 알려줘,4
신입생 장학금의 기준을 알고 싶다.,4
장학금 보여줘,4
어떤 과목을 신청해야 하는가?,5
나는 몇 가지 강좌를 들어야 한다.,5
너는 어떤 과목을 전공해야 하니?,5
나는 몇 가지 강좌를 들어야 한다.,5
어떤 과목을 신청해야 하는가?,5
신청해야 할 과목 알려줘,5
어떤 과목을 신청할 수 있는가?,5
C언어를 들어야 하나?,5
나는 어떤 과목을 들어야 한다.,5
ELP를 들어야 하나?,5
나는 미적분학은 필요 없다.,5
C의 말을 들어야 한다.,5
무조건 C언어 강좌를 신청해야 하는가?,5
파이썬을 들어야 하나?,5
파이썬의 말을 듣지 않으면 어떻게 될까?,5
나는 파이톤을 요구할 필요가 없다.,5
나는 C언어를 신청할 필요가 없다.,5
수강할 강좌,5
신청해야 할 과목 알려줘,5
어떤 과목을 신청해야 하는가?,5
지원해야 할 전공 알려줘,5
어떤 과목을 신청해야 하는지 알려줘,5
수강신청은 어떻게 해?,3
수업 신청하는 법 좀 가르쳐 줘.,3
나는 어떻게 수업을 신청해야 할지 모르겠다.,3
어디서 수강신청을 할 수 있지?,3
수업 신청하는 법 좀 가르쳐 줄래,3
수업 신청서 어떻게 사용하는지 가르쳐 줘.,3
수강 신청 방법은 어디서 찾을 수 있을까?,3
수업 신청서 어떻게 사용하는지 가르쳐 줘.,3
수강신청은 어떻게 해?,3
수업 신청순서 알려줘,3
수강신청을 할 수 있는 사이트는 없다.,3
수강신청은 어떻게 해?,3
수강신청 방법 어디서 확인할 수 있는지 알려줘,3
어디서 수강신청을 할 수 있지?,3
수강신청은 어렵다.,3
수강 신청이 복잡하다.,3
너의 수업 신청에 대해 간단히 말해줘.,3
수강신청은 처음인데 어떻게 해야 할지 모르겠어.,3
고전 읽기에 얼마를 받아야 하는가?,6
졸업 요건의 고전적 읽기,6
클래식에 대해 알려줘,6
졸업하려면 고등학교 수업을 얼마나 들어야 하니?,6
졸업하기 위한 고전 읽기,6
고전을 어떻게 인증할 작정인가?,6
클래식 읽기를 인증하려면 어떻게 해야 하는가?,6
고전 읽기 인증에 대해 알려줘,6
고전적 판독에 대한 인증 방법,6
독서.,6
고전 읽기를 어떻게 해야 할까?,6
나는 고전 읽기에 대해 알고 싶다.,6
졸업하려면 고전에 얼마나 가야 하니?,6
졸업하려면 고전 문학에서 얼마나 읽어야 하는가?,6
졸업하려면 얼마나 읽어야 하니?,6
왜 고전을 들어야 하니?,6
내가 왜 고전적인 읽기를 들어야 하는가?,6
클래식 읽기 인증을 추가해야 하는가?,6
클래식 읽기 인증을 추가해야 하는가?,6
고등학교를 졸업하려면 얼마나 걸리니?,6
교과과정 관련 정보는 어디서 얻나요?,5
교과과정에 대한 자료가 궁금해요.,5
교과과정에 대한 자료는 어디서 찾을 수 있나요.,5
교과과정가 뭔가요?,5
교과과정 무슨 내용이죠,5
교과과정 하고싶은데 알려주세요.,5
교과과정 하려면 어떻게 해야하죠.,5
교과과정 알려줘,5
교과과정 자료를 찾기가 어려워요,5
교과과정에 대하여 알고싶어요.,5
질문이 있는데 교과과정가 뭔지 모르겠습니다.,5
"교과과정 알려주세요,",5
교과과정 하려면 어떤 걸 해야하죠,5
교과과정가 궁금합니다.,5
교과과정에 대해 알고 싶습니다.,5
교과과정 종류들이 뭐가 있나요,5
교과과정 무엇을 준비해야하나요.,5
교과과정 어떻게 하는거야?,5
학교 홈페이지에서 교과과정를 찾으려면 어디로 가야하나요.,5
교과과정 어디서 알 수 있어?,5
교과과정 하고 싶어요,5
교과과정 하고싶어,5
학교 페이지에서 교과과정에 대한 정보는 어디에 있나요.,5
교과과정가 무엇인가요,5
교과과정가 뭐야?,5
준비하고 있는 교과과정에 대한 자료를 알고 싶어요,5
교과과정 어떻게 해?,5
교과과정 어떻게 하나요?,5
교과과정 정보는 어디서 알 수 있나요?,5
교과과정 관련 정보는 어디있어?,5
교과과정가 알고싶습니다.,5
교과과정 하려면 어떻게 해야 하나요?,5
교환학생 관련 정보는 어디서 얻나요?,12
교환학생에 대한 자료가 궁금해요.,12
교환학생 에 대한 자료는 어디서 찾을 수 있나요.,12
교환학생가 뭔가요?,12
교환학생 무슨 내용이죠,12
교환학생 하고싶은데 알려주세요.,12
교환학생 하려면 어떻게 해야하죠.,12
교환학생 알려줘,12
교환학생 자료를 찾기가 어려워요,12
교환학생 에 대하여 알고싶어요.,12
질문이 있는데 교환학생 가 뭔지 모르겠습니다.,12
"교환학생 알려주세요,",12
교환학생 하려면 어떤 걸 해야하죠,12
교환학생가 궁금합니다.,12
교환학생에 대해 알고 싶습니다.,12
교환학생 종류들이 뭐가 있나요,12
교환학생 무엇을 준비해야하나요.,12
교환학생 어떻게 하는거야?,12
학교 홈페이지에서 교환학생를 찾으려면 어디로 가야하나요.,12
교환학생 어디서 알 수 있어?,12
